rel_height,extension,rel_speed,spin_rate,spin_axis,active spin %,horz_break,induced_vert_break
5.413655309,6.209905441,92.81179997,2286.869605,144.2008014,80.52948456,-10.97125356,12.50600429
5.340368798,5.928405518,75.51095249,2655.216436,293.339092,59.15529624,6.559456753,-7.872970633
5.453391602,6.230721707,93.04623081,2157.858397,141.1098216,88.62176388,-9.714047125,16.15418535
5.359987925,5.964401697,77.35299153,2716.032031,294.1265218,56.82385185,7.526654243,-6.273196723
5.332359109,6.028460831,78.01207639,2850.182386,308.7282541,51.16295469,11.41985308,-8.647877291
5.247270157,6.37940144,83.01582767,1674.939105,120.9640961,75.73073402,-4.600100532,8.718267347
5.10694611,6.249911252,91.3500209,2262.594686,127.461524,85.69276665,-10.92210353,15.75690272
5.234756997,6.267442936,82.01869633,1705.598163,125.6612396,90.74730807,-8.474616065,11.83256331
5.324151705,5.987248873,92.9441628,2211.071333,133.3066759,89.45504247,-12.24371876,12.61227847
5.430207645,6.093471532,94.11775919,2455.914866,139.2568602,85.87073668,-8.518687027,17.61308893
5.269256261,6.184012832,94.82001119,2288.666215,136.2167627,96.30035759,-9.507850411,14.75864914
5.353374804,6.083204491,81.51749591,1627.848436,125.945503,85.75726224,-9.273609096,6.859105162
5.379484704,5.739459271,73.88458683,2636.126836,287.871227,64.77004257,10.0415992,-8.514760546
5.304509198,5.75592257,79.45395002,2803.624756,284.6018891,63.43321636,11.27273478,-6.452890696
5.239643692,6.112210694,78.24841263,2858.314569,299.6077045,62.20358193,11.6431708,-9.309035656
5.296983769,5.96082806,93.17850162,2268.582762,137.3732646,97.27654741,-10.95728653,16.86056142
5.413234835,5.973126326,93.97656109,2301.843984,129.3150898,80.29699272,-10.59161055,16.37546341
5.369557419,5.945902828,91.89039515,2211.610157,137.7498067,83.10452655,-12.06973389,15.94493878
5.265268339,5.891667841,79.21557433,2684.434454,291.4461368,50.62448382,9.893898857,-4.63190082
5.415499399,6.17864654,93.25209279,2263.578169,135.6592455,89.58219602,-10.53862061,15.16612197
5.316453252,6.091307969,77.57926847,2791.474867,301.3339975,50.52778746,9.833679068,-7.858501986
5.267895712,6.01246929,82.33261687,1626.139324,119.5855213,84.04774571,-10.07445078,11.32888397
5.276171734,6.007004017,91.75777866,2121.525877,135.6918529,90.85437246,-7.323742559,16.31290918
5.399005463,6.11895966,94.74997379,2040.25659,129.4882701,93.62263882,-11.45740669,12.05175786
5.072966394,6.17255385,82.58384112,1626.269015,119.9203464,73.98024824,-4.247343401,6.679604553
5.213071618,6.243793816,91.69876767,2217.697583,139.6814694,92.98566274,-9.061437995,13.91921904
5.216014912,6.304567093,80.76259281,1551.180316,124.5029373,76.07446456,-8.706561103,8.697276022
5.219603208,6.164530697,78.53864675,2747.5717,273.2439607,44.17688206,8.000841792,-6.602098695
5.336946538,5.898566479,90.87188389,2362.855223,144.6918681,79.07112363,-6.917270353,16.71611028
5.353885224,6.176979775,92.46206333,2326.564452,141.802769,88.84142152,-11.7818753,17.51209646
5.184259465,6.156675095,82.61797764,1697.741351,124.6640243,89.64122094,-10.9204693,10.59950915
5.296576689,6.0794811,79.05699391,2825.301074,293.5068929,51.14029312,10.21773052,-6.639956023
5.17764478,6.292351479,82.12421848,1686.930438,120.2497711,75.31120845,-6.922694221,8.355708983
5.194293035,5.995169638,83.30317504,1800.90617,115.2124668,76.94889164,-7.585290246,8.448151432
5.132410082,6.434666846,82.95082037,1607.309919,120.8049878,82.36434329,-6.460816192,9.450062396
5.402166507,6.119949442,94.12695646,2231.187406,142.3213168,95.76307704,-7.632286881,15.38609218
5.277631333,6.006448502,76.81651737,2895.817754,298.9150503,72.51995171,11.93541996,-8.575641207
5.290144017,5.977678055,80.56766178,2768.344121,294.2899892,53.91286257,6.308320927,-5.520491175
5.236599167,6.556692026,82.84540367,1730.515201,123.1512208,78.4959792,-7.741359225,10.44472162
5.362471631,6.064954991,78.18417026,2763.084844,297.8534658,55.96390915,9.775079655,-6.927753977
5.406147016,5.920395849,95.26011474,2281.113432,141.4433131,86.31589399,-8.256118513,16.70457836
5.398192595,6.012196516,91.28415913,2199.87065,127.4991274,92.86676087,-12.14270557,12.65167189
5.35804086,5.907507176,94.36279728,2200.434325,136.2406352,90.22920946,-9.955563238,15.85251909
5.174034646,6.217125172,80.80115177,1643.823749,119.5230637,75.23220787,-9.5446911,9.296024229
5.31823354,5.910061116,82.05346348,1649.421893,128.6832504,76.93746791,-8.403203025,11.92792692
5.296083024,5.798034424,76.77002384,2760.922979,296.5063283,58.45100278,10.67093556,-8.819127612
5.353629602,5.864741324,94.38783843,2321.642728,137.2675014,96.26948278,-10.35855458,15.76380726
5.129326138,6.18767056,82.75306607,1664.313762,123.5634117,84.93909173,-10.80145711,10.92758534
5.487374356,5.808096165,74.94890263,2792.246221,291.3975637,64.11828929,11.97206108,-4.069251589
5.33217951,6.278260339,92.66437031,2232.412866,136.9235148,87.44876159,-10.59011568,15.09280113
5.177547945,6.023448942,92.96794707,2346.36807,134.0136409,87.02864903,-12.25480053,15.86041542
5.292709878,6.001030201,77.61962559,2771.285772,279.6244619,49.53129273,9.113680767,-6.602394633
5.238332799,6.07769608,76.92953159,2858.114629,288.6032827,63.84726708,13.40515892,-6.245642237
5.172845414,6.114972348,81.50648167,1515.347308,129.1879654,70.44417848,-7.370784774,9.124652769
5.436338614,6.171571707,94.52450032,2215.455367,131.9980822,94.00322206,-11.93848766,13.66146899
5.260796687,6.257920366,81.59993315,1686.687776,122.9103494,75.73738791,-2.932606057,10.20835731
5.287029932,6.230617022,91.09843678,2177.665327,133.9116412,92.19347481,-9.941441193,14.53439761
5.30001693,6.311892266,93.18230869,2218.108153,133.7070659,93.33632073,-8.675774267,14.40518956
5.17508677,6.189696164,82.67081357,1656.009319,125.0143318,77.15266365,-8.892186828,8.01450608
5.375686965,6.020328438,92.38555072,2246.324198,144.9947769,73.58611233,-3.845719112,11.99094397
5.371892979,6.109472508,92.82677128,2214.477293,140.0282786,85.79343638,-10.09458511,16.34456926
5.277728131,5.85606646,78.74025394,2633.27625,289.6845205,64.13369362,11.35917466,-6.975127272
5.193835786,6.258227104,83.76129581,1716.873675,124.4861145,71.25178367,-8.991060271,9.119647886
5.184480462,6.250946851,78.89645291,2761.332777,281.5576914,34.34893583,9.959323751,-5.357494906
5.424000831,6.010429871,91.46364587,2110.739478,140.4324517,86.15205853,-7.790247589,15.08698624
5.401742032,5.804123158,75.71050693,2666.29627,297.1662405,63.33481643,10.56421368,-9.255372576
5.457792003,5.986329201,76.02554739,2922.132372,282.5437537,71.56525987,15.94880668,-10.66872453
5.607406328,5.829840635,92.14806599,2228.327925,137.3504076,96.61112813,-7.970973625,16.76940776
5.398950766,6.019572233,93.38827748,2231.345747,134.7503863,85.93972699,-8.933136597,14.90518523
5.246230271,5.923502388,77.04356771,2809.139815,301.3013948,58.7035993,11.81767338,-9.775178185
5.096515325,6.589387836,82.26477437,1562.449039,122.8630499,81.52034236,-7.33849232,8.164642024
5.28312402,6.081998581,92.19098331,2182.318846,135.6897166,86.34180916,-11.23083847,16.8748055
5.304286016,6.110697268,94.2949887,2173.189115,131.2483821,92.58011916,-12.16119263,15.68717476
5.439109539,5.918115602,74.85038054,2788.694716,293.4145957,65.4453089,14.74572663,-9.860000153
5.386128147,6.067818274,77.20378433,2840.015538,299.0694577,53.71489034,11.2732289,-7.538699471
5.264138272,6.060242409,90.90383579,2299.138426,133.7327617,83.90234586,-10.52501457,15.79977994
5.210191873,6.135255279,79.97048573,2836.335128,275.9560884,40.37628464,8.679377253,-1.827799788
5.332242979,6.088494776,91.94642455,2149.750394,135.5313563,93.70305418,-10.02872727,16.34137149
5.148739484,6.225923481,80.26728444,1614.459415,116.7089742,67.50952699,-5.216688082,5.658026385
5.332472465,6.074885469,75.97431516,2871.808081,301.4722441,58.4131729,14.03150718,-9.773306869
5.411214402,6.08038258,93.38653995,2232.067381,138.0188335,90.80011462,-8.705114057,16.09052091
5.123448518,6.324108543,83.28758626,1608.765689,116.3876623,74.87972566,-5.749484942,9.165961433
5.160398629,6.14606327,81.90393453,1578.678043,115.374143,72.9238925,-10.78811829,6.589477706
5.271036198,5.998697514,92.22151615,2262.702391,133.6271251,90.32423826,-10.69266861,14.96840482
5.368278167,6.278000456,91.94545316,2271.982328,131.3479281,91.98163021,-10.62095342,15.22185039
5.250580934,6.352494659,92.55909352,2130.684038,133.6962701,93.8292142,-9.262637856,15.602999
5.238747266,5.951639595,92.59048085,2263.021196,132.3281213,87.2258355,-7.315138581,13.144254
5.243922374,6.18043862,83.30910825,1640.718415,124.1033044,75.01002135,-5.037669496,7.415750006
5.357240331,6.207111608,78.07921154,2817.188613,296.5135365,59.50489075,13.40978282,-10.01699154
5.268896417,6.188054118,92.60939607,2140.956677,135.8336044,87.78244533,-5.71093281,12.39034592
5.127539685,6.231148476,82.92863132,1550.77431,115.8506622,69.24112398,-8.000548377,9.079667952
5.327021359,5.976780344,78.54847295,2781.48509,284.818001,68.1930065,12.5132743,-11.27846294
5.203133633,5.926013226,81.53104069,1604.243426,134.5435867,75.48788307,-6.721475616,10.12134638
5.5359188,6.272113675,91.36910924,2203.0024,140.7768127,89.61978288,-9.312550829,15.43146035
5.40569835,5.753718132,77.49747135,2736.021123,289.9120595,51.23827005,6.090855526,-5.515179209
5.157853316,6.048913931,81.53958363,1660.808626,117.1722934,84.69109467,-9.565224617,7.796816521
5.306548308,6.148933863,83.77409596,1778.60489,112.5961368,79.54648533,-9.785589188,12.77149075
5.358116571,6.02814518,93.3281674,2248.585769,133.9994784,90.93595079,-9.253084884,16.10240379
5.220050385,6.517168278,82.98813297,1703.096576,119.1197815,82.11106371,-5.754045501,10.76286116
5.281905701,5.901500935,77.6280637,2648.826299,273.1454275,56.14315137,7.320849346,-4.227440886
5.376899769,6.048864598,93.22626926,2242.004881,136.8375133,84.56789309,-9.040283849,16.82075887
5.110173848,6.356755676,82.15947347,1654.877017,115.0641226,74.09680393,-3.444230721,8.729174781
5.272995045,6.161339516,82.03180363,1519.566668,117.6457443,76.08097115,-5.955345168,8.572332289
